pole_a,pole_b,pole_distance,theoretical_upper_height,greatest_valid_equal_height,limiting_height,limiting_vertex,limiting_condition,bisection_iterations,width,height,area,total_edge_length,maximum_pairwise_vertex_distance,minimum_nonzero_pairwise_vertex_distance,unrelated_edge_crossings,coincident_vertex_pairs,vertices_on_unrelated_edges,cyclic_order_violations,cyclic_order_orientation,abstract_graph_valid,width_ratio,height_ratio,area_ratio,edge_length_ratio,maximum_diameter_ratio
component:TPB,net:EOUT,785.722597,45.400247,45.400246,45.400247,component:TPO,two-circle geometric degeneracy,20,3136.023856,1087.327863,3409886.11641,24331.991324,3136.023877,52.224607,0,0,0,0,reflection,True,1.000008,0.995721,0.995729,0.998865,1.000008
component:TPB,net:GND,1751.292094,4.364777,4.364776,4.364777,component:J_EA,two-circle geometric degeneracy,17,3135.996962,1091.94989,3424351.537585,24362.284931,3135.996962,47.935589,0,0,0,0,reflection,True,0.999999,0.999954,0.999953,1.000108,0.999999
component:TPB,net:NODE_A,763.864517,10.00701,10.007009,10.00701,net:R4_EXT,two-circle geometric degeneracy,18,3136.030569,1091.827756,3424005.219184,24358.754987,3136.030571,52.004266,0,0,0,0,reflection,True,1.00001,0.999842,0.999852,0.999963,1.00001
component:TPB,net:NODE_B,214.347848,71.323319,71.323318,71.323319,component:R2,two-circle geometric degeneracy,21,3131.830997,1090.403235,3414958.65048,24370.531986,3131.833461,4.240787,0,0,0,0,reflection,True,0.998671,0.998538,0.99721,1.000447,0.998671
component:TPB,net:NODE_C,180.069431,0.0,0.0,0.0,net:RA_W,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPB,net:R1_EXT,1617.985167,6.299192,6.299191,6.299192,net:R1_W,two-circle geometric degeneracy,17,3136.149274,1091.940061,3424487.029556,24363.004326,3136.149291,50.233999,0,0,0,0,reflection,True,1.000048,0.999945,0.999993,1.000138,1.000048
component:TPB,net:R1_W,1507.235881,6.762047,6.762046,6.762047,net:R1_EXT,two-circle geometric degeneracy,17,3136.149047,1091.93069,3424457.392749,24360.664778,3136.149064,49.739598,0,0,0,0,reflection,True,1.000048,0.999937,0.999984,1.000042,1.000048
component:TPB,net:R4_EXT,608.342009,12.5653,12.565299,12.5653,net:NODE_A,two-circle geometric degeneracy,18,3136.040045,1091.724531,3423691.84639,24344.787769,3136.040049,50.459026,0,0,0,0,reflection,True,1.000013,0.999748,0.999761,0.99939,1.000013
component:TPB,net:R4_W,597.126452,8.534206,8.534205,8.534206,component:TPA,two-circle geometric degeneracy,18,3136.006723,1091.863058,3424089.888763,24358.709618,3136.006723,51.294906,0,0,0,0,reflection,True,1.000002,0.999875,0.999877,0.999961,1.000002
component:TPB,net:RA_SW,396.697618,6.423028,6.423027,6.423028,component:R3,two-circle geometric degeneracy,17,3135.968951,1092.016953,3424531.257779,24357.185161,3135.968951,52.001327,0,0,0,0,reflection,True,0.99999,1.000016,1.000006,0.999899,0.99999
component:TPB,net:RA_W,360.138862,0.0,0.0,0.0,net:NODE_C,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPC,component:TPO,285.797131,0.0,0.0,0.0,net:R4_W,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPC,component:U1,643.043544,0.0,0.0,0.0,net:R4_W,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPC,net:+9V,804.248718,12.672697,12.672696,12.672697,component:RMIN4,two-circle geometric degeneracy,18,3135.8684,1092.052787,3424533.82463,24353.689278,3135.8684,50.43216,0,0,0,0,reflection,True,0.999958,1.000048,1.000006,0.999755,0.999958
component:TPC,net:-9V,867.322893,14.688878,14.688877,14.688878,component:RMIN4,two-circle geometric degeneracy,18,3135.81699,1092.085473,3424580.180538,24353.811348,3135.816991,49.88223,0,0,0,0,reflection,True,0.999942,1.000078,1.00002,0.99976,0.999942
component:TPC,net:EA,804.756485,22.163226,22.163225,22.163226,component:RMIN4,two-circle geometric degeneracy,19,3135.501524,1092.35774,3425089.358513,24344.247992,3135.501533,47.040317,0,0,0,0,reflection,True,0.999841,1.000328,1.000169,0.999368,0.999841
component:TPC,net:EB,753.182581,6.765956,6.765955,6.765956,net:R4_W,two-circle geometric degeneracy,17,3135.893268,1092.115039,3424756.197112,24357.184948,3135.893269,51.557947,0,0,0,0,reflection,True,0.999966,1.000105,1.000071,0.999899,0.999966
component:TPC,net:EOUT,392.474203,12.984293,12.984292,12.984293,net:R4_W,two-circle geometric degeneracy,18,3138.27825,1092.124407,3427390.272052,24368.536111,3138.279307,41.142169,0,0,0,0,reflection,True,1.000726,1.000114,1.00084,1.000365,1.000727
component:TPC,net:GND,1462.268101,6.969994,6.969993,6.969994,net:EOUT,two-circle geometric degeneracy,17,3135.992254,1092.042645,3424637.275728,24364.368235,3135.992254,49.442804,0,0,0,0,reflection,True,0.999998,1.000039,1.000037,1.000194,0.999998
component:TPC,net:NODE_A,1293.708236,9.847661,9.84766,9.847661,component:TPA,two-circle geometric degeneracy,18,3136.044811,1091.827034,3424018.502739,24358.227484,3136.044813,51.059021,0,0,0,0,reflection,True,1.000014,0.999842,0.999856,0.999942,1.000014
component:TPC,net:NODE_B,733.665455,6.945945,6.945944,6.945945,component:R3,two-circle geometric degeneracy,17,3135.91805,1092.082333,3424680.701438,24363.655766,3135.918054,51.534007,0,0,0,0,reflection,True,0.999974,1.000075,1.000049,1.000164,0.999974
component:TPC,net:NODE_C,463.673376,38.466733,38.466732,38.466733,component:RMIN4,two-circle geometric degeneracy,20,3134.896132,1091.878927,3422927.025628,24309.504355,3134.896367,34.990149,0,0,0,0,reflection,True,0.999648,0.999889,0.999537,0.997941,0.999648
component:TPC,net:R1_EXT,2150.129298,2.37009,2.370089,2.37009,component:R2,two-circle geometric degeneracy,16,3136.020334,1091.991645,3424508.004767,24361.343611,3136.020334,51.945959,0,0,0,0,reflection,True,1.000006,0.999992,0.999999,1.00007,1.000006
component:TPC,net:R1_W,2039.428351,4.997479,4.997478,4.997479,component:R2,two-circle geometric degeneracy,17,3136.077885,1091.962624,3424479.836942,24362.371455,3136.077889,51.759301,0,0,0,0,reflection,True,1.000025,0.999966,0.999991,1.000112,1.000025
component:TPC,net:R4_EXT,110.941426,22.967075,22.967074,22.967075,component:J_OUT,two-circle geometric degeneracy,19,3136.269452,1092.797288,3427306.751255,24384.24174,3136.269493,46.653119,0,0,0,0,reflection,True,1.000086,1.00073,1.000816,1.00101,1.000086
component:TPC,net:R4_W,142.898565,0.0,0.0,0.0,component:TPO,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPC,net:RA_SW,742.321359,37.757232,37.757231,37.757232,net:R4_EXT,two-circle geometric degeneracy,20,3136.041922,1091.44265,3422809.904416,24358.940369,3136.041936,35.754601,0,0,0,0,reflection,True,1.000013,0.99949,0.999503,0.999971,1.000013
component:TPC,net:RA_W,784.0,52.0,51.999999,52.0,component:JP1,two-circle geometric degeneracy,20,3136.0,1076.697273,3376522.646862,24269.633359,3136.0,0.010198,0,0,0,0,reflection,True,1.0,0.985987,0.985987,0.996305,1.0
component:TPO,component:U1,357.246414,0.0,0.0,0.0,component:TPC,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPO,net:+9V,572.0,0.0,0.0,0.0,component:J_R4,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPO,net:-9V,625.920922,4.070802,4.070801,4.070802,component:J_R4,two-circle geometric degeneracy,16,3135.986326,1092.00151,3424501.804774,24356.055033,3135.986326,51.840415,0,0,0,0,reflection,True,0.999996,1.000001,0.999997,0.999852,0.999996
component:TPO,net:EA,540.378571,14.145639,14.145638,14.145639,component:J_R4,two-circle geometric degeneracy,18,3135.808302,1092.076323,3424541.999442,24347.607017,3135.808303,50.038994,0,0,0,0,reflection,True,0.999939,1.00007,1.000009,0.999506,0.999939
component:TPO,net:EB,467.901699,10.891177,10.891176,10.891177,component:RMIN4,two-circle geometric degeneracy,18,3135.743901,1092.260797,3425050.131021,24334.234177,3135.743907,44.63709,0,0,0,0,reflection,True,0.999918,1.000239,1.000157,0.998957,0.999918
component:TPO,net:EOUT,110.941426,45.934149,45.934148,45.934149,component:J_R4,two-circle geometric degeneracy,20,3137.523468,1097.385956,3443074.190412,24367.624685,3137.524782,24.373224,0,0,0,0,reflection,True,1.000486,1.004932,1.00542,1.000327,1.000486
component:TPO,net:GND,1177.422609,12.984293,12.984292,12.984293,net:R4_W,two-circle geometric degeneracy,18,3135.97312,1092.164903,3424999.776495,24371.308576,3135.97312,50.352837,0,0,0,0,reflection,True,0.999991,1.000151,1.000142,1.000479,0.999991
component:TPO,net:NODE_A,1436.142402,21.290368,21.290367,21.290368,component:J_OUT,two-circle geometric degeneracy,19,3136.037256,1091.244792,3422184.322268,24330.123582,3136.037266,47.441757,0,0,0,0,reflection,True,1.000012,0.999308,0.99932,0.998788,1.000012
component:TPO,net:NODE_B,847.481563,3.006555,3.006554,3.006555,net:NODE_C,two-circle geometric degeneracy,16,3136.00147,1091.985925,3424469.465727,24353.118242,3136.00147,51.91301,0,0,0,0,reflection,True,1.0,0.999987,0.999988,0.999732,1.0
component:TPO,net:NODE_C,548.941709,4.641659,4.641658,4.641659,net:NODE_B,two-circle geometric degeneracy,17,3136.003836,1091.966751,3424411.918669,24366.543917,3136.003836,51.792422,0,0,0,0,reflection,True,1.000001,0.99997,0.999971,1.000283,1.000001
component:TPO,net:R1_EXT,2259.493749,20.298352,20.298351,20.298352,net:R1_W,two-circle geometric degeneracy,19,3136.83981,1091.463758,3423746.968448,24381.281816,3136.840954,47.874596,0,0,0,0,reflection,True,1.000268,0.999509,0.999777,1.000888,1.000268
component:TPO,net:R1_W,2150.520867,21.326926,21.326925,21.326926,net:R1_EXT,two-circle geometric degeneracy,19,3136.657959,1091.400044,3423348.633581,24373.758296,3136.65871,47.425334,0,0,0,0,reflection,True,1.00021,0.999451,0.99966,1.000579,1.00021
component:TPO,net:R4_EXT,184.228119,13.830679,13.830678,13.830679,component:J_EB,two-circle geometric degeneracy,18,3135.721049,1092.235099,3424944.58979,24330.345665,3135.721054,50.126962,0,0,0,0,reflection,True,0.999911,1.000215,1.000126,0.998797,0.999911
component:TPO,net:R4_W,142.898565,0.0,0.0,0.0,component:TPC,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:TPO,net:RA_SW,981.888487,18.164996,18.164995,18.164996,net:EOUT,two-circle geometric degeneracy,19,3136.078168,1091.89254,3424260.358477,24342.127172,3136.078177,48.724049,0,0,0,0,reflection,True,1.000025,0.999902,0.999927,0.999281,1.000025
component:TPO,net:RA_W,1001.830325,10.173379,10.173378,10.173379,component:JP1,two-circle geometric degeneracy,18,3136.009801,1091.505588,3422972.223097,24353.922592,3136.009802,50.995121,0,0,0,0,reflection,True,1.000003,0.999547,0.99955,0.999765,1.000003
component:U1,net:+9V,396.697618,25.692113,25.692112,25.692113,component:J_PWR,two-circle geometric degeneracy,19,3135.526319,1091.964484,3423883.379776,24389.095269,3135.526341,52.00407,0,0,0,0,reflection,True,0.999849,0.999967,0.999816,1.001209,0.999849
component:U1,net:-9V,413.415046,36.979786,36.979785,36.979786,net:EA,two-circle geometric degeneracy,20,3134.945805,1091.917788,3423103.090047,24373.251981,3134.945857,52.004641,0,0,0,0,reflection,True,0.999664,0.999925,0.999589,1.000558,0.999664
component:U1,net:EA,277.856078,18.34043,18.340429,18.34043,component:C2,two-circle geometric degeneracy,19,3135.725038,1091.98197,3424155.206022,24365.857224,3135.72504,48.658285,0,0,0,0,reflection,True,0.999912,0.999983,0.999896,1.000255,0.999912
component:U1,net:EB,114.965212,22.163226,22.163225,22.163226,component:J_OUT,two-circle geometric degeneracy,19,3135.283338,1092.423163,3425056.139301,24335.198095,3135.283356,46.457073,0,0,0,0,reflection,True,0.999771,1.000388,1.000159,0.998996,0.999771
component:U1,net:EOUT,254.701786,20.007712,20.007711,20.007712,component:J_R4,two-circle geometric degeneracy,19,3135.185945,1092.709307,3425846.860334,24379.920052,3135.185998,52.006784,0,0,0,0,reflection,True,0.99974,1.00065,1.00039,1.000832,0.99974
component:U1,net:GND,822.294959,46.479672,46.479671,46.479672,component:TPO,two-circle geometric degeneracy,20,3135.655508,1094.800814,3432918.203083,24354.892788,3135.655536,52.222639,0,0,0,0,reflection,True,0.99989,1.002565,1.002455,0.999805,0.99989
component:U1,net:NODE_A,1666.811327,70.318697,70.318696,70.318697,net:NODE_B,two-circle geometric degeneracy,21,3136.025578,1083.212401,3396981.79579,24417.876435,3136.025685,52.568321,0,0,0,0,reflection,True,1.000008,0.991953,0.991961,1.00239,1.000008
component:U1,net:NODE_B,1083.005078,32.93798,32.937979,32.93798,component:J_R1,two-circle geometric degeneracy,19,3136.045485,1090.102394,3418610.689082,24261.398107,3136.04552,52.13943,0,0,0,0,reflection,True,1.000015,0.998262,0.998277,0.995967,1.000015
component:U1,net:NODE_C,799.369752,25.500089,25.500088,25.500089,component:TPA,two-circle geometric degeneracy,19,3136.101083,1090.716992,3420598.739609,24351.015312,3136.101125,52.103186,0,0,0,0,reflection,True,1.000032,0.998825,0.998857,0.999646,1.000032
component:U1,net:R1_EXT,2436.77184,34.506308,34.506307,34.506308,net:R1_W,two-circle geometric degeneracy,20,3137.073915,1090.287005,3420310.922929,24374.205549,3137.080038,52.062267,0,0,0,0,reflection,True,1.000342,0.998431,0.998773,1.000598,1.000344
component:U1,net:R1_W,2331.588514,36.062967,36.062966,36.062967,net:R1_EXT,two-circle geometric degeneracy,20,3136.674669,1090.092905,3419266.801617,24353.730458,3136.677574,52.071772,0,0,0,0,reflection,True,1.000215,0.998254,0.998468,0.999757,1.000216
component:U1,net:R4_EXT,539.170659,9.451553,9.451552,9.451553,component:J_R4,two-circle geometric degeneracy,18,3135.770076,1092.229286,3424979.912261,24365.704844,3135.770082,45.594576,0,0,0,0,reflection,True,0.999927,1.00021,1.000137,1.000249,0.999927
component:U1,net:R4_W,500.144979,0.0,0.0,0.0,component:TPC,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
component:U1,net:RA_SW,1307.730859,68.19446,68.194459,68.19446,component:J_RA,two-circle geometric degeneracy,21,3140.916964,1099.974116,3454927.360117,24395.331115,3140.933232,21.319375,0,0,0,0,reflection,True,1.001568,1.007302,1.008882,1.001465,1.001573
component:U1,net:RA_W,1311.353881,21.373331,21.37333,21.373331,component:JP1,two-circle geometric degeneracy,19,3136.2568,1089.96742,3418417.733856,24349.167321,3136.256872,47.404438,0,0,0,0,reflection,True,1.000082,0.998139,0.99822,0.99957,1.000082
net:+9V,net:-9V,71.449283,71.323319,71.323318,71.323319,net:RA_SW,two-circle geometric degeneracy,21,3131.234568,1144.417263,3583438.892961,24204.035851,3131.237788,52.380767,0,0,0,0,reflection,True,0.99848,1.048001,1.046409,0.993612,0.998481
net:+9V,net:EA,155.926265,16.341057,16.341056,16.341057,component:J_EA,two-circle geometric degeneracy,18,3135.82899,1092.116556,3424690.757183,24344.881012,3135.829027,49.365675,0,0,0,0,reflection,True,0.999945,1.000107,1.000052,0.999394,0.999945
net:+9V,net:EB,360.138862,14.150097,14.150096,14.150097,component:J_EB,two-circle geometric degeneracy,18,3135.863781,1092.007302,3424386.145661,24371.35124,3135.863787,52.002317,0,0,0,0,reflection,True,0.999957,1.000007,0.999963,1.00048,0.999957
net:+9V,net:EOUT,529.154042,28.891398,28.891397,28.891398,component:J_PWR,two-circle geometric degeneracy,19,3135.358379,1091.963841,3423697.978271,24303.615795,3135.358382,52.000602,0,0,0,0,reflection,True,0.999795,0.999967,0.999762,0.9977,0.999795
net:+9V,net:GND,906.19424,28.117592,28.117591,28.117592,net:NODE_A,two-circle geometric degeneracy,19,3135.8739,1091.404786,3422507.78333,24403.458152,3135.873945,52.03569,0,0,0,0,reflection,True,0.99996,0.999455,0.999415,1.001798,0.99996
net:+9V,net:NODE_A,1466.880022,17.3702,17.370199,17.3702,net:GND,two-circle geometric degeneracy,19,3131.64191,1108.587446,3471698.906942,24356.068286,3131.688124,52.013756,0,0,0,0,reflection,True,0.99861,1.01519,1.013779,0.999853,0.998625
net:+9V,net:NODE_B,931.098813,24.628965,24.628964,24.628965,component:R2,two-circle geometric degeneracy,19,3135.232574,1092.584727,3425507.224494,24303.18126,3135.23295,52.031533,0,0,0,0,reflection,True,0.999755,1.000535,1.000291,0.997682,0.999755
net:+9V,net:NODE_C,713.824208,7.139013,7.139012,7.139013,net:-9V,two-circle geometric degeneracy,17,3135.950112,1091.707448,3423540.095662,24354.441796,3135.950113,52.003284,0,0,0,0,reflection,True,0.999984,0.999732,0.999716,0.999786,0.999984
net:+9V,net:R1_EXT,2158.506891,7.082674,7.082673,7.082674,component:C2,two-circle geometric degeneracy,17,3136.007373,1091.872868,3424121.363893,24364.775781,3136.007377,44.368805,0,0,0,0,reflection,True,1.000002,0.999884,0.999886,1.00021,1.000002
net:+9V,net:R1_W,2058.656844,3.713101,3.7131,3.713101,component:C2,two-circle geometric degeneracy,16,3136.000397,1091.962467,3424394.730636,24362.258166,3136.000397,48.147929,0,0,0,0,reflection,True,1.0,0.999966,0.999966,1.000107,1.0
net:+9V,net:R4_EXT,734.566539,6.937425,6.937424,6.937425,net:R4_W,two-circle geometric degeneracy,17,3135.961277,1092.007783,3424494.120167,24353.301071,3135.961277,51.535155,0,0,0,0,reflection,True,0.999988,1.000007,0.999995,0.999739,0.999988
net:+9V,net:R4_W,683.066615,7.460473,7.460472,7.460473,net:R4_EXT,two-circle geometric degeneracy,17,3135.955146,1092.009761,3424493.631218,24359.059042,3135.955146,51.462038,0,0,0,0,reflection,True,0.999986,1.000009,0.999995,0.999976,0.999986
net:+9V,net:RA_SW,1283.829038,3.969376,3.969375,3.969376,net:-9V,two-circle geometric degeneracy,16,3135.984931,1092.012515,3424534.792656,24355.15774,3135.984931,52.001068,0,0,0,0,reflection,True,0.999995,1.000011,1.000007,0.999816,0.999995
net:+9V,net:RA_W,1252.517465,10.171515,10.171514,10.171515,net:-9V,two-circle geometric degeneracy,18,3135.896074,1091.742237,3423590.193895,24340.335008,3135.896077,50.995493,0,0,0,0,reflection,True,0.999967,0.999764,0.999731,0.999207,0.999967
net:-9V,net:EA,142.898565,0.0,0.0,0.0,component:J_EB,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:-9V,net:EB,357.246414,0.0,0.0,0.0,component:J_EB,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:-9V,net:EOUT,574.09494,44.382903,44.382902,44.382903,component:J_OUT,two-circle geometric degeneracy,20,3134.405278,1091.957235,3422636.521136,24350.947943,3134.405281,52.00031,0,0,0,0,reflection,True,0.999491,0.999961,0.999452,0.999643,0.999491
net:-9V,net:GND,847.481563,42.091771,42.09177,42.091771,net:+9V,two-circle geometric degeneracy,20,3135.717143,1090.821779,3420508.551019,24321.852347,3135.717507,52.070064,0,0,0,0,reflection,True,0.99991,0.998921,0.998831,0.998448,0.99991
net:-9V,net:NODE_A,1527.729034,36.692371,36.69237,36.692371,net:+9V,two-circle geometric degeneracy,20,3133.219878,1099.967254,3446439.264661,24310.898988,3133.235279,52.056441,0,0,0,0,reflection,True,0.999113,1.007296,1.006403,0.997999,0.999118
net:-9V,net:NODE_B,998.472834,22.967075,22.967074,22.967075,net:+9V,two-circle geometric degeneracy,19,3135.408099,1092.289474,3424773.263205,24314.326744,3135.408298,52.025937,0,0,0,0,reflection,True,0.999811,1.000265,1.000076,0.998139,0.999811
net:-9V,net:NODE_C,784.948406,6.492146,6.492145,6.492146,net:+9V,two-circle geometric degeneracy,17,3135.959403,1091.731146,3423624.55432,24356.090926,3135.959403,52.002669,0,0,0,0,reflection,True,0.999987,0.999754,0.999741,0.999854,0.999987
net:-9V,net:R1_EXT,2205.613067,49.675077,49.675076,49.675077,component:C2,two-circle geometric degeneracy,20,3136.136508,1083.541811,3398135.032048,24313.174166,3136.14185,51.355494,0,0,0,0,reflection,True,1.000044,0.992254,0.992298,0.998092,1.000045
net:-9V,net:R1_W,2107.0,52.0,51.987498,51.987499,,"unrelated edge crossing, embedding/cyclic-order violation",20,3136.0,1081.637765,3392016.030346,24282.615455,3136.0,49.013264,0,0,0,0,reflection,True,1.0,0.990511,0.990511,0.996838,1.0
net:-9V,net:R4_EXT,793.731063,9.630466,9.630465,9.630466,net:R4_W,two-circle geometric degeneracy,18,3135.922409,1092.021752,3424495.482554,24352.045713,3135.922409,51.100432,0,0,0,0,reflection,True,0.999975,1.00002,0.999995,0.999688,0.999975
net:-9V,net:R4_W,742.693073,10.292273,10.292272,10.292273,net:R4_EXT,two-circle geometric degeneracy,18,3135.911226,1092.026866,3424499.307018,24360.035027,3135.911226,50.971258,0,0,0,0,reflection,True,0.999972,1.000025,0.999996,1.000016,0.999972
net:-9V,net:RA_SW,1355.17379,3.760403,3.760402,3.760403,net:+9V,two-circle geometric degeneracy,16,3135.986575,1092.011054,3424532.006669,24356.390085,3135.986575,52.000946,0,0,0,0,reflection,True,0.999996,1.00001,1.000006,0.999866,0.999996
net:-9V,net:RA_W,1323.278126,9.627606,9.627605,9.627606,net:+9V,two-circle geometric degeneracy,18,3135.909014,1091.766267,3423679.676007,24348.067782,3135.909016,51.100971,0,0,0,0,reflection,True,0.999971,0.999786,0.999757,0.999525,0.999971
net:EA,net:EB,214.347848,0.0,0.0,0.0,component:J_EB,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:EA,net:EOUT,470.558179,5.414846,5.414845,5.414846,component:C2,two-circle geometric degeneracy,17,3135.973249,1092.003718,3424494.446913,24358.790061,3135.973249,51.717303,0,0,0,0,reflection,True,0.999991,1.000003,0.999995,0.999965,0.999991
net:EA,net:GND,779.631323,16.341057,16.341056,16.341057,net:NODE_B,two-circle geometric degeneracy,18,3135.957422,1091.703629,3423536.098887,24393.574672,3135.957425,49.365675,0,0,0,0,reflection,True,0.999986,0.999729,0.999715,1.001393,0.999986
net:EA,net:NODE_A,1598.739503,51.000178,51.000177,51.000178,component:C2,two-circle geometric degeneracy,20,3138.056921,1088.125166,3414598.708152,24323.982541,3138.073948,10.148,0,0,0,0,reflection,True,1.000656,0.996452,0.997105,0.998536,1.000661
net:EA,net:NODE_B,1045.416663,12.186529,12.186528,12.186529,net:GND,two-circle geometric degeneracy,18,3131.734587,1103.247245,3455077.556378,24352.171973,3131.755642,50.55184,0,0,0,0,reflection,True,0.99864,1.0103,1.008926,0.999693,0.998647
net:EA,net:NODE_C,802.279253,6.351903,6.351902,6.351903,component:R3,two-circle geometric degeneracy,17,3135.926972,1091.995468,3424418.04276,24362.565808,3135.926975,51.610593,0,0,0,0,reflection,True,0.999977,0.999996,0.999973,1.00012,0.999977
net:EA,net:R1_EXT,2308.277496,41.94643,41.946429,41.94643,net:+9V,two-circle geometric degeneracy,20,3136.450363,1088.174342,3413004.808254,24351.242416,3136.457409,30.732672,0,0,0,0,reflection,True,1.000144,0.996497,0.99664,0.999655,1.000146
net:EA,net:R1_W,2207.451245,45.016623,45.016622,45.016623,net:+9V,two-circle geometric degeneracy,20,3136.170564,1087.392571,3410248.572983,24331.120328,3136.172649,26.028902,0,0,0,0,reflection,True,1.000054,0.995781,0.995835,0.998829,1.000055
net:EA,net:R4_EXT,719.027816,17.718369,17.718368,17.718369,component:C2,two-circle geometric degeneracy,19,3135.692066,1092.162083,3424683.977349,24348.522195,3135.692068,48.888234,0,0,0,0,reflection,True,0.999902,1.000148,1.00005,0.999543,0.999902
net:EA,net:R4_W,670.373776,19.004323,19.004322,19.004323,net:R4_EXT,two-circle geometric degeneracy,19,3135.642463,1092.206438,3424768.885631,24364.036376,3135.642466,48.402848,0,0,0,0,reflection,True,0.999886,1.000189,1.000075,1.00018,0.999886
net:EA,net:RA_SW,1361.729782,33.680691,33.68069,33.680691,component:JP1,two-circle geometric degeneracy,20,3134.361254,1093.854832,3428536.203619,24339.942916,3134.361974,39.618318,0,0,0,0,reflection,True,0.999477,1.001699,1.001175,0.999191,0.999478
net:EA,net:RA_W,1341.682898,15.19286,15.192859,15.19286,component:TPB,two-circle geometric degeneracy,18,3135.611112,1091.683692,3423095.515421,24355.361052,3135.61117,49.731047,0,0,0,0,reflection,True,0.999876,0.99971,0.999586,0.999824,0.999876
net:EB,net:EOUT,368.456239,13.830679,13.830678,13.830679,component:U1,two-circle geometric degeneracy,18,3135.672984,1092.259127,3424967.436338,24286.684115,3135.672991,52.002434,0,0,0,0,reflection,True,0.999896,1.000237,1.000133,0.997005,0.999896
net:EB,net:GND,720.277724,56.60039,56.600389,56.60039,component:U1,two-circle geometric degeneracy,20,3135.489097,1100.698816,3451229.135148,24067.923526,3135.48918,43.604999,0,0,0,0,reflection,True,0.999837,1.007966,1.007802,0.988024,0.999837
net:EB,net:NODE_A,1722.080428,56.225016,56.225015,56.225016,component:J_EB,two-circle geometric degeneracy,20,3136.176666,1086.748523,3408235.36023,24284.724055,3136.177267,44.087954,0,0,0,0,reflection,True,1.000056,0.995191,0.995247,0.996924,1.000057
net:EB,net:NODE_B,1146.033595,31.126487,31.126486,31.126487,component:J_R1,two-circle geometric degeneracy,19,3136.190635,1090.375174,3419624.410206,24386.820834,3136.190805,52.098329,0,0,0,0,reflection,True,1.000061,0.998512,0.998573,1.001115,1.000061
net:EB,net:NODE_C,872.633371,20.439283,20.439282,20.439283,component:R3,two-circle geometric degeneracy,19,3136.227223,1091.115256,3421985.368065,24325.9255,3136.227307,52.055124,0,0,0,0,reflection,True,1.000072,0.99919,0.999262,0.998616,1.000072
net:EB,net:R1_EXT,2469.786226,39.203393,39.203392,39.203393,net:R1_W,two-circle geometric degeneracy,20,3136.924713,1089.507852,3417704.106263,24366.433157,3136.933117,52.069361,0,0,0,0,reflection,True,1.000295,0.997718,0.998012,1.000278,1.000298
net:EB,net:R1_W,2366.327112,40.91742,40.917419,40.91742,net:R1_EXT,two-circle geometric degeneracy,20,3136.513112,1089.224093,3416365.649762,24340.062059,3136.516546,52.08003,0,0,0,0,reflection,True,1.000164,0.997458,0.997621,0.999196,1.000165
net:EB,net:R4_EXT,651.201966,15.651058,15.651057,15.651058,component:J_R4,two-circle geometric degeneracy,18,3135.510281,1092.465992,3425438.348576,24330.795114,3135.510302,41.523218,0,0,0,0,reflection,True,0.999844,1.000427,1.000271,0.998815,0.999844
net:EB,net:R4_W,610.481777,8.347506,8.347505,8.347506,component:TPO,two-circle geometric degeneracy,17,3135.842458,1092.166184,3424861.090413,24361.892917,3135.842461,46.332992,0,0,0,0,reflection,True,0.99995,1.000152,1.000102,1.000092,0.99995
